id	symbol	desc	biotype	num_transcripts	num_coding_transcripts	num_introns	H+.M+.25.0_vs_H+.M+.37.10.worst_fdr	H+.M+.25.0_vs_H+.M+.37.10.log2fc	H+.M+.25.0_vs_H+.M+.37.40.worst_fdr	H+.M+.25.0_vs_H+.M+.37.40.log2fc	H+.M+.25.0_vs_H+.M+.42.10.worst_fdr	H+.M+.25.0_vs_H+.M+.42.10.log2fc	H+.M+.25.0_vs_H+.M+.42.40.worst_fdr	H+.M+.25.0_vs_H+.M+.42.40.log2fc	H+.M-.25.0_vs_H+.M-.37.10.worst_fdr	H+.M-.25.0_vs_H+.M-.37.10.log2fc	H+.M-.25.0_vs_H+.M-.37.40.worst_fdr	H+.M-.25.0_vs_H+.M-.37.40.log2fc	H+.M-.25.0_vs_H+.M-.42.10.worst_fdr	H+.M-.25.0_vs_H+.M-.42.10.log2fc	H+.M-.25.0_vs_H+.M-.42.40.worst_fdr	H+.M-.25.0_vs_H+.M-.42.40.log2fc	H-.M+.25.0_vs_H-.M+.37.10.worst_fdr	H-.M+.25.0_vs_H-.M+.37.10.log2fc	H-.M+.25.0_vs_H-.M+.37.40.worst_fdr	H-.M+.25.0_vs_H-.M+.37.40.log2fc	H-.M+.25.0_vs_H-.M+.42.10.worst_fdr	H-.M+.25.0_vs_H-.M+.42.10.log2fc	H-.M+.25.0_vs_H-.M+.42.40.worst_fdr	H-.M+.25.0_vs_H-.M+.42.40.log2fc	H-.M-.25.0_vs_H-.M-.37.10.worst_fdr	H-.M-.25.0_vs_H-.M-.37.10.log2fc	H-.M-.25.0_vs_H-.M-.37.40.worst_fdr	H-.M-.25.0_vs_H-.M-.37.40.log2fc	H-.M-.25.0_vs_H-.M-.42.10.worst_fdr	H-.M-.25.0_vs_H-.M-.42.10.log2fc	H-.M-.25.0_vs_H-.M-.42.40.worst_fdr	H-.M-.25.0_vs_H-.M-.42.40.log2fc
YFR031C	SMC2	Subunit of the condensin complex; essential SMC chromosomal ATPase family member that forms a complex with Smc4p to form the active ATPase; Smc2p/Smc4p complex binds DNA; required for clustering of tRNA genes at the nucleolus	protein_coding	1	1	0	0.086	-0.876	1.000	0.000e+00	0.019	-0.764	1.000	-0.001	0.393	-0.209	1.000	0.000e+00	0.140	-0.495	0.098	0.320	0.633	-0.268	0.923	-0.043	0.332	-0.383	0.880	0.126	1.000	-0.078	0.484	0.272	0.395	-0.349	0.111	0.404
YBR016W	YBR016W	hypothetical protein	protein_coding	1	1	0	0.003	0.806	0.157	0.260	1.489e-04	0.928	5.339e-05	1.058	0.909	0.095	0.898	-0.064	0.007	0.658	1.351e-04	0.803	1.000	0.000e+00	1.000	0.000e+00	0.088	0.496	0.074	0.543	1.000	0.065	0.514	-0.231	0.185	0.402	0.102	0.494
YBR149W	ARA1	NADP+ dependent arabinose dehydrogenase, involved in carbohydrate metabolism; purified as homodimer; naturally occurs with a N-terminus degradation product	protein_coding	1	1	0	0.016	0.581	0.005	0.434	3.687e-04	0.723	6.296e-04	0.585	0.223	0.213	0.002	0.474	1.000	0.000e+00	0.001	-0.627	0.077	0.450	0.021	0.563	0.023	0.490	0.023	0.469	1.000	0.126	0.945	-0.052	1.000	-0.050	0.051	-0.458
YHR060W	VMA22	Peripheral membrane protein that is required for vacuolar H+-ATPase (V-ATPase) function, although not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.592	-0.448	1.000	0.167	0.973	-0.105	0.122	-1.212	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YBR017C	KAP104	Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis	protein_coding	1	1	0	0.007	-0.798	0.018	-0.418	0.239	-0.337	5.339e-05	-1.669	0.041	-0.350	0.496	-0.111	0.662	-0.133	1.295e-04	-0.919	0.831	-0.170	0.004	-0.616	0.837	-0.129	2.454e-04	-1.276	1.000	-0.009	0.314	-0.239	1.000	0.000e+00	0.013	-0.574
YIR016W	YIR016W	hypothetical protein	protein_coding	1	1	0	0.002	1.052	0.001	0.835	0.001	0.935	1.680e-04	0.962	0.451	0.220	0.105	0.345	1.000	0.000e+00	0.973	0.020	0.002	1.126	0.007	0.902	0.014	0.733	0.005	0.920	1.000	0.000e+00	1.000	0.000e+00	0.423	-0.472	1.000	0.000e+00
YLR301W	HRI1	Protein of unknown function that interacts with Sec72p and Hrr25p	protein_coding	1	1	0	0.837	-0.150	0.280	-0.223	1.000	0.000e+00	0.692	-0.112	0.292	0.218	0.366	0.155	0.516	0.143	0.195	0.210	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.858	-0.128	1.000	0.109	0.118	0.477	0.856	0.032	1.000	0.000e+00
YOL143C	RIB4	Lumazine synthase (6,7-dimethyl-8-ribityllumazine synthase, also known as DMRL synthase); catalyzes synthesis of immediate precursor to riboflavin	protein_coding	1	1	0	0.643	-0.160	0.460	0.143	0.999	0.000e+00	0.058	-0.459	1.000	0.000e+00	0.639	0.069	1.000	-0.029	0.040	-0.450	1.000	0.043	1.000	0.000e+00	1.000	0.000e+00	0.493	-0.238	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.184	-0.459
YDR111C	ALT2	Putative alanine transaminase (glutamic pyruvic transaminase)	protein_coding	1	1	0	0.012	-1.161	0.174	-0.252	0.178	-0.451	0.993	0.000e+00	0.013	-0.937	0.095	-0.388	0.426	-0.245	0.793	0.062	0.169	-0.537	0.356	-0.255	0.761	-0.210	0.335	0.293	0.439	-0.551	0.691	-0.182	1.000	0.000e+00	0.129	0.572
YFR030W	MET10	Subunit alpha of assimilatory sulfite reductase, which converts sulfite into sulfide	protein_coding	1	1	0	0.456	0.194	0.041	0.425	0.239	0.217	0.013	0.398	0.697	0.185	1.000	0.023	0.533	0.118	0.002	0.527	0.539	0.248	0.191	-0.297	0.268	0.245	0.267	0.284	0.593	0.304	0.951	-0.107	0.137	0.365	0.093	0.440
YIR017C	MET28	Basic leucine zipper (bZIP) transcriptional activator in the Cbf1p-Met4p-Met28p complex, participates in the regulation of sulfur metabolism	protein_coding	1	1	0	0.168	0.812	0.031	1.140	3.913e-04	1.965	0.004	1.333	0.131	0.847	0.011	1.226	0.006	1.727	9.363e-04	1.462	0.011	1.898	0.010	1.903	0.001	2.701	5.939e-04	2.357	0.431	0.772	0.333	0.767	0.007	1.744	0.005	1.562
YNL309W	STB1	Protein with a role in regulation of MBF-specific transcription at Start, phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p and binding is required for Stb1p function; expression is cell-cycle regulated	protein_coding	1	1	0	0.067	0.434	0.009	0.471	0.052	0.427	0.039	0.349	1.000	-0.003	0.592	-0.110	1.000	0.000e+00	0.889	0.059	0.388	-0.404	0.127	-0.436	0.462	0.222	0.690	0.147	1.000	0.000e+00	0.309	-0.474	0.617	0.155	0.377	0.268
YHR061C	GIC1	Protein of unknown function involved in initiation of budding and cellular polarization, interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain	protein_coding	1	1	0	0.183	0.345	0.021	0.406	0.376	0.173	1.000	0.029	1.000	0.000e+00	1.000	-0.010	0.857	0.089	0.780	0.043	0.724	-0.170	0.002	-1.031	0.887	0.038	1.000	0.000e+00	1.000	-0.099	0.021	-0.823	0.798	0.059	1.000	0.000e+00
YOR193W	PEX27	Peripheral peroxisomal membrane protein involved in controlling peroxisome size and number, interacts with homologous protein Pex25p	protein_coding	1	1	0	0.746	0.173	0.036	0.542	0.379	0.255	0.005	0.702	0.056	0.716	0.002	1.076	0.005	1.300	1.331e-04	1.629	0.226	0.584	0.026	0.938	0.180	0.489	0.016	0.941	0.684	0.333	0.054	0.994	0.590	0.174	0.011	0.996
YAL016W	TPD3	Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	0.071	0.314	0.914	-0.074	1.000	0.048	0.986	0.025	1.000	0.000e+00	0.118	-0.238	0.567	0.205	0.269	0.321	0.398	0.200	1.000	0.000e+00	1.000	0.000e+00	0.945	0.111	0.681	0.063	0.327	-0.239
YDR242W	AMD2	Putative amidase	protein_coding	1	1	0	0.228	0.406	2.945e-04	1.166	1.000	0.000e+00	1.017e-04	1.023	0.004	0.824	0.001	0.844	0.209	0.271	1.132e-04	1.044	0.130	0.629	0.004	1.096	1.000	0.000e+00	0.092	0.506	0.222	0.607	0.002	1.244	1.000	0.033	0.038	0.656
YMR294W	JNM1	Component of the yeast dynactin complex, consisting of Nip100p, Jnm1p, and Arp1p; required for proper nuclear migration and spindle partitioning during mitotic anaphase B	protein_coding	1	1	0	1.000	0.000e+00	0.123	-1.135	0.384	-0.716	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.423	1.000	-0.052	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.321	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.133	1.000	0.000e+00	1.000	0.000e+00
YOL144W	NOP8	Nucleolar protein required for 60S ribosomal subunit biogenesis	protein_coding	1	1	0	6.939e-04	-3.178	9.582e-04	-1.726	0.001	-1.863	5.339e-05	-2.496	2.709e-04	-4.135	0.040	-0.895	0.364	-0.669	7.095e-04	-2.353	0.022	-2.050	0.004	-2.239	0.332	-0.892	0.009	-2.107	0.098	-1.609	0.048	-1.322	0.144	-0.969	0.016	-1.900
YOL011W	PLB3	Phospholipase B (lysophospholipase) involved in phospholipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro	protein_coding	1	1	0	1.000	0.000e+00	0.091	0.263	1.489e-04	1.195	5.339e-05	1.222	0.058	-0.354	0.924	-0.055	5.576e-04	1.001	8.612e-05	1.338	0.863	0.139	0.005	0.716	2.649e-04	1.032	1.115e-04	1.200	1.000	0.092	0.001	1.016	5.854e-04	1.119	1.727e-04	1.365
YMR161W	HLJ1	Co-chaperone for Hsp40p, anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ	protein_coding	1	1	0	1.000	0.004	0.449	-0.179	0.012	0.550	2.530e-04	0.867	0.003	0.708	0.651	0.165	0.006	0.801	8.612e-05	1.186	0.834	-0.170	0.498	-0.200	1.000	0.000e+00	1.000	0.000e+00	1.000	0.071	0.101	0.602	0.213	0.364	0.094	0.499
YHL013C	OTU2	Protein of unknown function that may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization	protein_coding	1	1	0	0.006	-2.296	0.002	-1.936	0.003	-1.576	5.363e-04	-1.841	0.191	-0.700	0.467	-0.397	0.748	0.472	0.470	0.332	0.448	-1.342	1.000	0.000e+00	1.000	-0.334	1.000	-0.352	0.686	-0.558	0.569	-0.501	1.000	0.000e+00	0.788	0.156
YPR146C	YPR146C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.770	0.405	1.000	0.000e+00	0.769	0.304
YPR013C	YPR013C	Putative zinc finger protein; YPR013C is not an essential gene	protein_coding	1	1	0	2.245e-04	1.302	0.003	0.937	1.489e-04	1.585	5.339e-05	1.672	0.099	0.622	0.002	0.690	0.053	0.630	8.612e-05	1.193	0.123	0.512	0.094	0.580	2.649e-04	1.478	7.952e-04	1.367	0.044	0.827	1.000	0.000e+00	0.009	0.878	8.952e-04	1.220
YKR069W	MET1	S-adenosyl-L-methionine uroporphyrinogen III transmethylase, involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis	protein_coding	1	1	0	0.703	-0.276	0.751	0.051	0.971	-0.117	0.131	-0.396	1.000	-0.052	0.473	0.141	0.264	0.236	1.000	0.000e+00	0.687	0.167	1.000	0.000e+00	0.200	0.282	1.000	0.000e+00	0.202	0.568	1.000	0.000e+00	0.022	0.777	0.050	0.599
YOR060C	SLD7	Protein with a role in chromosomal DNA replication; interacts with Sld3p and reduces its affinity for Cdc45p; deletion mutant has aberrant mitochondria	protein_coding	1	1	0	0.074	-1.208	0.927	-0.117	0.894	-0.142	0.017	-0.970	1.000	0.000e+00	1.000	0.000e+00	1.000	0.101	1.000	0.000e+00	0.549	0.359	1.000	0.000e+00	1.000	-0.427	1.000	0.000e+00	1.000	0.081	0.106	1.077	1.000	0.000e+00	0.424	0.469
YPR145W	ASN1	Asparagine synthetase, isozyme of Asn2p; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway	protein_coding	1	1	0	0.703	-0.073	1.000	-0.006	0.036	-0.397	5.339e-05	-1.030	1.000	0.000e+00	0.908	-0.055	0.582	-0.230	8.612e-05	-0.872	0.153	-0.472	4.218e-04	-1.108	0.060	-0.589	1.115e-04	-1.246	1.000	0.000e+00	0.122	-0.486	0.441	-0.263	0.002	-0.868
YPR012W	YPR012W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YPR012W is not an essential gene	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	2.549e-04	2.553	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	3.545e-04	2.747	1.000	0.000e+00	1.000	0.000e+00	9.983e-04	3.691	1.727e-04	5.152
YHR194W	MDM31	Mitochondrial inner membrane protein with similarity to Mdm32p, required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34	protein_coding	1	1	0	0.003	0.756	3.070e-04	0.912	0.160	0.275	0.104	0.256	1.000	0.104	0.013	0.509	0.191	-0.522	0.018	-0.697	0.003	0.877	0.004	0.713	0.151	0.355	0.168	0.343	0.893	0.210	1.000	0.002	1.000	0.000e+00	1.000	-0.074
YGL084C	GUP1	Plasma membrane protein involved in remodeling GPI anchors; member of the MBOAT family of putative membrane-bound O-acyltransferases; proposed to be involved in glycerol transport	protein_coding	1	1	0	0.096	0.363	0.120	0.242	0.316	-0.260	1.993e-04	-0.696	0.157	0.230	0.128	0.191	0.010	-0.698	8.612e-05	-1.079	0.760	0.149	0.460	0.228	0.677	-0.181	2.825e-04	-1.071	1.000	0.123	0.083	0.390	0.381	-0.237	3.367e-04	-1.095
YFR032C	RRT5	Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation	protein_coding	1	1	0	0.356	-0.776	0.650	-0.258	0.021	0.859	5.339e-05	1.853	0.037	-1.499	0.039	-1.343	0.142	0.708	1.865e-04	1.704	0.251	-0.971	8.439e-04	-2.485	0.051	1.177	0.004	1.698	0.791	-0.708	1.000	0.000e+00	0.476	0.537	0.015	1.591
YBR018C	GAL7	Galactose-1-phosphate uridyl transferase, synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism	protein_coding	1	1	0	0.002	2.357	0.001	1.945	1.489e-04	3.538	5.339e-05	3.897	0.002	1.713	6.646e-04	2.101	3.590e-04	3.099	8.612e-05	3.359	0.016	1.916	6.092e-04	2.659	2.649e-04	3.384	1.115e-04	3.449	0.095	1.401	0.002	2.217	5.854e-04	3.072	1.727e-04	3.156
YAL044W-A	YAL044W-A	hypothetical protein	protein_coding	1	1	0	1.000	0.000e+00	0.152	0.268	0.704	0.086	1.000	0.000e+00	0.877	-0.047	1.000	0.025	0.762	-0.126	0.758	-0.099	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.890	-0.165
YGL083W	SCY1	Putative kinase, suppressor of GTPase mutant, similar to bovine rhodopsin kinase	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.489e-04	-1.311	5.339e-05	-1.149	0.426	-0.158	0.510	-0.114	0.003	-0.921	8.612e-05	-1.494	0.256	-0.358	0.014	-0.686	0.003	-0.915	1.668e-04	-1.426	0.598	-0.278	0.004	-0.994	0.004	-0.894	3.228e-04	-1.497
YIR015W	RPR2	Subunit of nuclear RNase P; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; not shared between RNase MRP and RNase P, in contrast to all other RNase P protein subunits	protein_coding	1	1	0	0.025	1.320	0.065	0.791	0.357	0.440	9.171e-04	1.303	1.000	0.000e+00	0.806	0.189	1.000	-0.062	1.000	0.021	0.695	0.320	0.070	1.054	0.517	0.377	0.022	1.201	1.000	0.020	0.159	1.077	1.000	0.000e+00	0.207	0.822
YDR243C	PRP28	RNA helicase in the DEAD-box family, involved in RNA isomerization at the 5' splice site	protein_coding	1	1	0	0.175	-0.859	0.056	-0.586	1.000	0.000e+00	0.494	-0.225	0.994	-0.121	0.901	-0.104	0.814	0.183	1.000	-0.053	1.000	-0.216	0.064	-1.281	1.000	0.000e+00	1.000	-0.043	0.835	-0.400	0.852	-0.262	0.639	0.244	0.971	0.094
YLR435W	TSR2	Protein with a potential role in pre-rRNA processing	protein_coding	1	1	0	2.245e-04	-5.059	3.771e-04	-2.776	0.003	-2.621	1.950e-04	-5.203	0.005	-2.120	0.113	-0.772	0.158	-1.003	8.612e-05	-4.080	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.128	-1.561	0.014	-2.241	0.171	-1.013	0.001	-2.913
YMR295C	YMR295C	hypothetical protein	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	0.082	0.335	0.087	0.230	0.787	-0.089	1.000	0.000e+00	1.000	3.691e-04	0.204	0.208	1.000	0.000e+00	1.000	0.000e+00	0.899	0.024	0.640	0.093	1.000	-0.008	0.511	-0.232	0.953	0.012	1.000	0.000e+00
YJL068C	YJL068C	hypothetical protein	protein_coding	1	1	0	0.002	0.918	2.291e-04	0.992	0.009	0.574	0.018	0.411	0.049	0.412	0.001	0.580	1.000	0.000e+00	1.865e-04	-1.022	0.253	0.343	0.016	0.595	0.580	0.139	0.035	-0.670	0.894	0.192	0.475	0.241	1.000	0.000e+00	0.001	-1.877
YNL081C	SWS2	Putative mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency	protein_coding	1	1	0	1.000	0.000e+00	1.000	-0.008	1.000	0.000e+00	0.136	0.381	1.000	0.000e+00	0.373	-0.251	1.000	0.000e+00	0.291	0.202	0.761	0.139	0.065	0.583	1.000	0.000e+00	0.362	0.235	1.000	0.028	0.201	0.428	0.959	-0.164	0.840	0.097
YHR062C	RPP1	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs	protein_coding	1	1	0	6.628e-04	-2.448	3.282e-04	-1.022	2.492e-04	-1.371	5.339e-05	-3.204	4.570e-04	-1.353	0.033	-0.392	0.014	-0.952	3.416e-04	-1.402	0.019	-1.234	9.472e-04	-2.236	0.019	-1.079	7.395e-04	-2.450	0.707	-0.340	0.293	-0.369	0.415	-0.364	0.043	-0.824
YLR436C	ECM30	Putative protein of unknown function; may play a role in cell wall biosynthesis, mutants have abormal relative levels of mannose and glucose and have Gap1p sorting and transport defects; (GFP)-fusion protein localizes to the cytoplasm	protein_coding	1	1	0	3.026e-04	1.034	4.188e-04	0.744	1.489e-04	1.177	5.339e-05	1.203	1.000	0.089	1.000	0.000e+00	0.674	0.076	1.000	-0.016	0.088	0.507	0.007	0.843	0.006	0.793	0.019	0.674	1.000	0.094	1.000	0.008	0.783	0.113	1.000	-0.043
YMR162C	DNF3	Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; localizes to the trans-Golgi network; likely involved in protein transport; type 4 P-type ATPase	protein_coding	1	1	0	1.000	0.024	0.036	0.353	0.581	0.138	1.000	0.000e+00	0.499	0.168	0.259	0.169	1.000	-0.022	1.000	-0.017	0.389	0.305	0.906	0.113	0.379	0.183	0.543	0.234	0.705	0.276	0.492	0.294	0.383	0.304	0.498	0.210
YNR038W	DBP6	Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family	protein_coding	1	1	0	2.245e-04	-2.142	5.146e-04	-0.821	1.489e-04	-2.068	5.339e-05	-3.423	2.709e-04	-2.133	0.001	-0.652	5.576e-04	-1.216	8.612e-05	-1.348	7.693e-04	-1.346	1.988e-04	-1.984	2.649e-04	-1.707	1.115e-04	-2.514	0.048	-0.597	0.010	-0.622	0.003	-0.895	8.595e-04	-0.905
YDL081C	RPP1A	Ribosomal stalk protein P1 alpha, involved in the interaction between translational elongation factors and the ribosome; accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component	protein_coding	1	1	0	0.613	-0.116	0.578	-0.118	1.000	0.000e+00	5.339e-05	-1.726	0.135	-0.258	0.165	-0.204	0.901	-0.126	8.612e-05	-1.075	0.209	-0.427	1.988e-04	-1.376	1.000	-0.051	1.115e-04	-1.992	0.638	-0.248	0.004	-0.879	0.676	-0.191	7.002e-04	-1.339
YDR533C	HSP31	Possible chaperone and cysteine protease with similarity to E. coli Hsp31; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease; exists as a dimer and contains a putative metal-binding site	protein_coding	1	1	0	0.002	0.920	2.945e-04	0.903	3.161e-04	1.058	5.339e-05	1.910	1.000	0.004	1.000	0.009	0.361	0.184	0.667	0.109	0.001	1.298	1.988e-04	1.759	0.002	1.016	1.115e-04	1.879	1.000	-0.073	0.959	-0.077	0.704	0.075	1.000	0.009
YJL102W	MEF2	Mitochondrial elongation factor involved in translational elongation	protein_coding	1	1	0	7.963e-04	1.012	1.000	0.000e+00	1.000	0.000e+00	0.171	0.244	2.709e-04	1.387	1.000	0.000e+00	0.156	0.428	0.677	-0.191	0.002	1.427	0.101	0.627	0.391	0.208	0.008	0.962	0.045	1.066	0.260	-0.466	0.435	0.381	0.357	0.444
YOR108W	LEU9	Alpha-isopropylmalate synthase II (2-isopropylmalate synthase), catalyzes the first step in the leucine biosynthesis pathway; the minor isozyme, responsible for the residual alpha-IPMS activity detected in a leu4 null mutant	protein_coding	1	1	0	0.007	-1.435	0.337	-0.260	2.316e-04	-0.865	5.339e-05	-3.235	0.001	-0.752	0.005	-0.473	0.007	-0.817	8.612e-05	-2.640	0.022	-1.099	1.988e-04	-3.466	0.056	-0.574	1.115e-04	-3.606	0.673	-0.286	0.001	-1.603	0.059	-0.576	1.727e-04	-2.329
YDR229W	IVY1	Phospholipid-binding protein that interacts with both Ypt7p and Vps33p, may partially counteract the action of Vps33p and vice versa, localizes to the rim of the vacuole as cells approach stationary phase	protein_coding	1	1	0	0.127	0.428	0.425	0.232	0.004	0.670	0.124	0.302	0.511	0.238	0.095	0.422	0.145	0.356	0.804	0.089	0.017	0.864	0.355	0.440	0.014	0.819	0.043	0.576	1.000	0.040	0.958	0.120	1.000	0.078	1.000	0.000e+00
YPR036W-A	YPR036W-A	Protein of unknown function; transcription is regulated by Pdr1p	protein_coding	1	1	0	0.002	1.231	0.944	0.022	1.489e-04	1.936	5.339e-05	1.712	0.020	0.620	0.101	-0.494	0.001	1.229	8.612e-05	1.265	0.111	0.593	0.116	-0.594	2.649e-04	1.377	0.001	1.181	0.114	0.801	0.253	-0.542	0.009	1.057	0.003	1.001
YIL166C	YIL166C	hypothetical protein	protein_coding	1	1	0	0.572	0.299	0.049	0.572	0.244	0.357	5.339e-05	1.277	0.333	0.417	0.388	0.351	1.000	-0.108	0.996	0.000e+00	1.000	0.113	0.016	1.084	0.339	0.425	0.005	1.272	0.873	0.403	0.005	1.731	0.506	0.418	0.550	0.386
YLR093C	NYV1	v-SNARE component of the vacuolar SNARE complex involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane	protein_coding	1	1	1	0.961	0.083	0.208	0.224	0.002	0.716	1.424e-04	0.737	0.858	0.087	0.220	0.198	0.183	0.387	0.002	0.596	0.207	0.326	0.123	0.371	0.029	0.522	6.318e-04	0.949	0.890	0.133	1.000	0.000e+00	0.152	0.279	0.016	0.510
YIL033C	BCY1	Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA), a component of a signaling pathway that controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation	protein_coding	1	1	0	0.001	0.757	0.006	0.469	0.002	0.690	5.339e-05	0.786	0.805	0.102	0.374	0.163	1.000	-0.083	1.000	0.000e+00	0.679	0.149	0.179	0.431	0.273	0.240	0.478	0.170	1.000	0.000e+00	0.877	0.112	1.000	-0.121	0.362	-0.378
YFR033C	QCR6	Subunit 6 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1	protein_coding	1	1	0	1.000	0.018	0.055	-0.548	0.235	0.297	1.000	0.000e+00	0.725	0.171	0.045	-0.577	0.067	0.439	0.709	-0.136	0.240	0.371	0.298	-0.346	0.821	0.055	0.849	0.045	1.000	0.134	0.044	-0.991	0.896	0.025	1.000	0.000e+00
YER072W	VTC1	Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion; also has mRNA binding activity	protein_coding	1	1	0	0.084	-0.457	0.038	-0.363	1.000	0.000e+00	1.000	0.000e+00	0.014	-0.551	0.258	-0.192	1.000	0.000e+00	1.000	0.000e+00	0.190	-0.466	0.058	-0.496	1.000	0.000e+00	1.000	-0.059	0.481	-0.378	0.341	-0.268	1.000	0.000e+00	0.977	-0.110
YPL189C-A	COA2	Cytochrome oxidase assembly factor; null mutation results in respiratory deficiency with specific loss of cytochrome oxidase activity; functions downstream of assembly factors Mss51p and Coa1p and interacts with assembly factor Shy1p	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	0.050	1.025	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.084	1.221	1.000	0.000e+00	0.095	1.092	0.139	1.018	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.838	-0.417
YBL059W	YBL059W	hypothetical protein	protein_coding	1	1	1	0.513	-0.568	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.104	1.000	0.000e+00	1.000	0.000e+00	0.905	0.141
